,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
27,Mahindra Kuv100,Mahindra,2016,"83,488 km",Diesel,Manual,"EMI ₹5,925/m*",₹2.25 lakh
28,Hyundai Verna,Hyundai,2015,"98,469 km",Petrol,Auto,"EMI ₹8,796/m*",₹3.34 lakh
29,Datsun Go Plus,Datsun,2015,"48,028 km",Petrol,Manual,"EMI ₹4,371/m*",₹1.66 lakh
30,Maruti Wagon R 1.0,Maruti,2014,"88,368 km",Petrol,Manual,"EMI ₹7,307/m*",₹2.20 lakh
31,Maruti Alto 800,Maruti,2016,"89,864 km",Petrol,Manual,"EMI ₹4,071/m*",₹1.83 lakh
32,Hyundai ALCAZAR,Hyundai,2022,"66,316 km",Diesel,Auto,"EMI ₹28,457/m*",₹16.62 lakh
33,Ford New Figo,Ford,2015,"1,56,643 km",Diesel,Manual,"EMI ₹7,573/m*",₹2.28 lakh
34,Mahindra XUV500,Mahindra,2012,"1,13,742 km",Diesel,Manual,"EMI ₹7,573/m*",₹3.05 lakh
35,Chevrolet Beat,Chevrolet,2016,"93,758 km",Diesel,Manual,"EMI ₹4,477/m*",₹1.70 lakh
36,Volkswagen Polo,Volkswagen,2011,"82,270 km",Diesel,Manual,"EMI ₹4,477/m*",₹1.47 lakh
37,Skoda Superb,Skoda,2017,"1,42,683 km",Diesel,Auto,"EMI ₹29,831/m*",₹13.72 lakh
38,Mahindra Verito,Mahindra,2012,"1,32,882 km",Diesel,Manual,"EMI ₹29,831/m*",₹1.34 lakh
39,Maruti Alto K10,Maruti,2011,"36,729 km",Petrol,Manual,"EMI ₹29,831/m*",₹1.18 lakh
40,Hyundai Verna,Hyundai,2014,"1,19,335 km",Petrol,Manual,"EMI ₹11,060/m*",₹3.33 lakh
41,Volkswagen Polo,Volkswagen,2016,"89,977 km",Petrol,Manual,"EMI ₹8,008/m*",₹3.60 lakh
42,Maruti Swift Dzire,Maruti,2012,"1,45,766 km",Diesel,Manual,"EMI ₹8,008/m*",₹3.20 lakh
43,Maruti Swift Dzire,Maruti,2013,"1,29,221 km",Diesel,Manual,"EMI ₹34,029/m*",₹3.83 lakh
44,Maruti Swift,Maruti,2011,"2,20,272 km",Diesel,Manual,"EMI ₹34,029/m*",₹2.00 lakh
45,Maruti Ertiga,Maruti,2014,"1,62,250 km",Petrol,Manual,"EMI ₹12,920/m*",₹3.89 lakh
46,Hyundai i10,Hyundai,2011,"7,201 km",Petrol,Manual,"EMI ₹12,920/m*",₹1.84 lakh
47,Tata Manza,Tata,2011,"1,49,542 km",Diesel,Manual,"EMI ₹12,920/m*",₹1.27 lakh
48,Mahindra XUV500,Mahindra,2017,"92,511 km",Diesel,Manual,"EMI ₹9,966/m*",₹4.48 lakh
49,Maruti Zen Estilo,Maruti,2012,"58,061 km",Petrol,Manual,"EMI ₹12,705/m*",₹1.43 lakh
50,Tata TIGOR,Tata,2022,"70,267 km",Petrol,Manual,"EMI ₹9,250/m*",₹5.24 lakh
51,Maruti Swift,Maruti,2019,"74,223 km",Petrol,Auto,"EMI ₹9,003/m*",₹5.10 lakh
52,Maruti Wagon R 1.0,Maruti,2014,"77,272 km",Petrol,Manual,"EMI ₹7,174/m*",₹2.16 lakh
53,Maruti S PRESSO,Maruti,2024,"18,150 km",Petrol,Auto,"EMI ₹9,003/m*",₹5.10 lakh
54,Tata Zest,Tata,2015,"1,17,858 km",Diesel,Auto,"EMI ₹8,237/m*",₹2.48 lakh
55,Renault Kwid,Renault,2020,"58,382 km",Petrol,Manual,"EMI ₹5,278/m*",₹2.99 lakh
56,Hyundai i10,Hyundai,2013,"1,00,238 km",Petrol,Manual,"EMI ₹8,567/m*",₹1.82 lakh
57,Tata NEXON,Tata,2020,"63,315 km",Petrol,Manual,"EMI ₹12,357/m*",₹7.00 lakh
58,Ford Ecosport,Ford,2014,"1,30,360 km",Diesel,Manual,"EMI ₹14,781/m*",₹3.14 lakh
59,Tata PUNCH,Tata,2023,"29,641 km",Petrol,Auto,"EMI ₹13,769/m*",₹7.80 lakh
60,Volkswagen Jetta,Volkswagen,2015,"89,946 km",Petrol,Manual,"EMI ₹8,927/m*",₹3.39 lakh
61,Renault Kwid,Renault,2020,"7,206 km",Petrol,Manual,"EMI ₹6,284/m*",₹3.56 lakh
62,Mahindra Kuv100,Mahindra,2017,"2,04,010 km",Diesel,Manual,"EMI ₹6,940/m*",₹3.12 lakh
63,Honda City,Honda,2014,"1,47,553 km",Diesel,Manual,"EMI ₹18,829/m*",₹4.00 lakh
64,Maruti Baleno,Maruti,2019,"60,492 km",Diesel,Manual,"EMI ₹9,568/m*",₹5.42 lakh
65,Tata TIGOR,Tata,2017,"1,29,740 km",Petrol,Manual,"EMI ₹7,786/m*",₹3.50 lakh
66,Tata Tiago,Tata,2020,"1,39,697 km",Petrol,Manual,"EMI ₹10,188/m*",₹4.58 lakh
67,Maruti Swift Dzire,Maruti,2011,"1,00,927 km",Diesel,Manual,"EMI ₹10,188/m*",₹2.03 lakh
68,Maruti Eeco,Maruti,2022,"56,392 km",Petrol,Manual,"EMI ₹10,486/m*",₹5.94 lakh
69,Honda Amaze,Honda,2014,"1,02,875 km",Diesel,Manual,"EMI ₹15,016/m*",₹3.19 lakh
70,Hyundai i10,Hyundai,2016,"48,740 km",Petrol,Manual,"EMI ₹6,673/m*",₹3.00 lakh
71,Maruti Ciaz,Maruti,2015,"92,292 km",Diesel,Manual,"EMI ₹15,943/m*",₹4.80 lakh
72,Honda City,Honda,2017,"67,729 km",Petrol,Auto,"EMI ₹10,459/m*",₹5.35 lakh
73,Maruti Swift,Maruti,2011,"1,16,318 km",Diesel,Manual,"EMI ₹10,459/m*",₹1.75 lakh
74,Maruti Swift Dzire,Maruti,2011,"1,01,539 km",Diesel,Manual,"EMI ₹10,459/m*",₹2.20 lakh
75,BMW X1,BMW,2013,"1,74,751 km",Diesel,Auto,"EMI ₹44,602/m*",₹5.02 lakh
76,Maruti Ertiga,Maruti,2020,"70,269 km",Petrol,Manual,"EMI ₹15,119/m*",₹8.83 lakh
77,Tata Tiago,Tata,2022,"73,817 km",Petrol,Manual,"EMI ₹10,345/m*",₹5.86 lakh
78,Volkswagen Polo,Volkswagen,2020,"62,975 km",Petrol,Manual,"EMI ₹7,944/m*",₹4.50 lakh
79,Honda Amaze,Honda,2016,"1,23,065 km",Diesel,Manual,"EMI ₹7,979/m*",₹3.03 lakh
80,Maruti Grand Vitara,Maruti,2024,"40,044 km",Petrol,Manual,"EMI ₹17,088/m*",₹9.98 lakh
81,Tata TIGOR,Tata,2022,"39,906 km",Petrol,Manual,"EMI ₹11,298/m*",₹6.40 lakh
82,Hyundai Grand i10,Hyundai,2015,"50,859 km",Petrol,Manual,"EMI ₹8,348/m*",₹3.17 lakh
83,Maruti Ertiga,Maruti,2015,"1,50,671 km",Diesel,Manual,"EMI ₹19,264/m*",₹5.80 lakh
84,Mahindra XUV500,Mahindra,2015,"3,35,111 km",Diesel,Manual,"EMI ₹16,541/m*",₹4.98 lakh
85,Maruti Dzire,Maruti,2020,"94,983 km",Petrol,Auto,"EMI ₹10,397/m*",₹5.89 lakh
86,Toyota Glanza,Toyota,2022,"80,000 km",Petrol,Manual,"EMI ₹10,945/m*",₹6.20 lakh
87,Hyundai i20,Hyundai,2011,"1,31,370 km",Diesel,Manual,"EMI ₹10,945/m*",₹2.08 lakh
88,Hyundai NEW I20,Hyundai,2022,"14,024 km",Petrol,Manual,"EMI ₹12,304/m*",₹6.97 lakh
89,Honda WR-V,Honda,2017,"50,021 km",Petrol,Manual,"EMI ₹11,026/m*",₹5.64 lakh
90,Tata TIGOR,Tata,2023,"10,702 km",Petrol,Manual,"EMI ₹11,969/m*",₹6.78 lakh
91,Maruti Swift,Maruti,2012,"75,072 km",Petrol,Manual,"EMI ₹22,034/m*",₹2.48 lakh
92,Volkswagen Jetta,Volkswagen,2012,"1,06,285 km",Diesel,Manual,"EMI ₹22,034/m*",₹2.93 lakh
93,Skoda Rapid,Skoda,2015,"94,872 km",Diesel,Manual,"EMI ₹10,695/m*",₹3.22 lakh
94,Hyundai Creta,Hyundai,2015,"89,955 km",Petrol,Manual,"EMI ₹11,982/m*",₹4.55 lakh
95,Maruti Wagon R 1.0,Maruti,2014,"94,441 km",Petrol,Manual,"EMI ₹8,038/m*",₹2.42 lakh
96,Mahindra MARAZZO,Mahindra,2019,"2,01,027 km",Diesel,Manual,"EMI ₹14,459/m*",₹6.50 lakh
97,Mahindra XUV500,Mahindra,2012,"1,23,510 km",Diesel,Manual,"EMI ₹14,459/m*",₹3.17 lakh
98,Hyundai Elite i20,Hyundai,2020,"90,573 km",Petrol,Manual,"EMI ₹9,868/m*",₹5.59 lakh
99,Mahindra XUV 3XO,Mahindra,2025,"22,573 km",Diesel,Manual,"EMI ₹18,287/m*",₹10.68 lakh
100,Honda WR-V,Honda,2017,"69,253 km",Petrol,Manual,"EMI ₹10,772/m*",₹5.51 lakh
101,Renault Kiger,Renault,2023,"40,955 km",Petrol,Auto,"EMI ₹12,163/m*",₹6.89 lakh
102,Tata Tiago,Tata,2021,"13,500 km",Petrol,Manual,"EMI ₹10,539/m*",₹5.97 lakh
103,Volkswagen Vento,Volkswagen,2014,"2,08,290 km",Diesel,Manual,"EMI ₹18,453/m*",₹3.92 lakh
104,Skoda Superb,Skoda,2011,"91,150 km",Diesel,Auto,"EMI ₹18,453/m*",₹2.65 lakh
105,Tata TIGOR,Tata,2018,"91,280 km",Petrol,Manual,"EMI ₹7,202/m*",₹4.08 lakh
106,Honda Amaze,Honda,2016,"1,23,070 km",Diesel,Manual,"EMI ₹8,032/m*",₹3.05 lakh
107,Mahindra XUV700,Mahindra,2021,"50,632 km",Petrol,Auto,"EMI ₹23,115/m*",₹13.50 lakh
108,Toyota URBAN CRUISER,Toyota,2022,"52,048 km",Petrol,Manual,"EMI ₹13,240/m*",₹7.50 lakh
109,Toyota Innova Crysta,Toyota,2018,"2,17,887 km",Diesel,Manual,"EMI ₹33,766/m*",₹15.53 lakh
110,Mahindra KUV 100 NXT,Mahindra,2018,"93,715 km",Diesel,Manual,"EMI ₹7,058/m*",₹3.61 lakh
111,Maruti Baleno,Maruti,2020,"1,26,745 km",Petrol,Manual,"EMI ₹9,432/m*",₹4.24 lakh
112,Hyundai VENUE,Hyundai,2019,"1,15,611 km",Diesel,Manual,"EMI ₹16,928/m*",₹7.61 lakh
113,Maruti Swift,Maruti,2011,"96,745 km",Diesel,Manual,"EMI ₹16,928/m*",₹2.21 lakh
114,Mahindra XUV500,Mahindra,2013,"2,43,028 km",Diesel,Manual,"EMI ₹30,031/m*",₹3.38 lakh
115,CITROEN C3,CITROEN,2022,"25,495 km",Petrol,Manual,"EMI ₹8,826/m*",₹5.00 lakh
116,Maruti S Cross,Maruti,2016,"85,321 km",Diesel,Manual,"EMI ₹14,326/m*",₹5.44 lakh
117,Tata NEXON,Tata,2023,"55,570 km",Diesel,Manual,"EMI ₹20,855/m*",₹12.18 lakh
118,Mahindra XUV700,Mahindra,2023,"34,911 km",Petrol,Auto,"EMI ₹35,358/m*",₹20.65 lakh
119,Mahindra XUV500,Mahindra,2016,"96,105 km",Diesel,Manual,"EMI ₹18,855/m*",₹7.16 lakh
120,Mahindra XUV500,Mahindra,2016,"2,32,407 km",Diesel,Manual,"EMI ₹15,827/m*",₹6.01 lakh
121,KIA SONET,KIA,2023,"10,630 km",Diesel,Manual,"EMI ₹26,814/m*",₹15.66 lakh
122,Tata NEXON,Tata,2022,"1,90,015 km",Diesel,Manual,"EMI ₹23,591/m*",₹10.85 lakh
123,Maruti Ertiga,Maruti,2012,"1,00,265 km",Diesel,Manual,"EMI ₹23,591/m*",₹4.10 lakh
124,Toyota Fortuner,Toyota,2023,"93,589 km",Diesel,Auto,"EMI ₹71,914/m*",₹42.00 lakh
125,Hyundai Elite i20,Hyundai,2016,"1,18,922 km",Diesel,Manual,"EMI ₹11,692/m*",₹4.44 lakh
126,KIA SELTOS,KIA,2023,"62,610 km",Diesel,Auto,"EMI ₹29,194/m*",₹17.05 lakh
127,Tata NEXON,Tata,2024,"51,999 km",Diesel,Manual,"EMI ₹19,691/m*",₹11.50 lakh
128,Tata Tiago,Tata,2024,"46,321 km",Petrol,Manual,"EMI ₹8,826/m*",₹5.00 lakh
129,Skoda KUSHAQ,Skoda,2023,"62,950 km",Petrol,Manual,"EMI ₹17,979/m*",₹10.50 lakh
130,Skoda Rapid,Skoda,2017,"1,06,459 km",Diesel,Auto,"EMI ₹11,856/m*",₹5.33 lakh
131,Hyundai Creta,Hyundai,2022,"43,168 km",Diesel,Manual,"EMI ₹17,996/m*",₹10.51 lakh
132,Ford Endeavour,Ford,2017,"1,18,227 km",Diesel,Auto,"EMI ₹48,312/m*",₹22.22 lakh
133,Chevrolet Cruze,Chevrolet,2015,"86,274 km",Diesel,Auto,"EMI ₹15,744/m*",₹4.74 lakh
134,Maruti Vitara Brezza,Maruti,2018,"7,774 km",Diesel,Manual,"EMI ₹14,917/m*",₹7.63 lakh
135,Maruti Dzire,Maruti,2022,"82,984 km",Petrol,Manual,"EMI ₹12,357/m*",₹7.00 lakh
136,Hyundai Elite i20,Hyundai,2014,"1,14,397 km",Petrol,Manual,"EMI ₹11,326/m*",₹3.41 lakh
137,Jeep Compass,Jeep,2019,"1,91,746 km",Diesel,Manual,"EMI ₹25,004/m*",₹11.50 lakh
138,Mahindra XUV500,Mahindra,2013,"1,61,209 km",Diesel,Manual,"EMI ₹26,477/m*",₹2.98 lakh
139,Ford Endeavour,Ford,2017,"2,45,181 km",Diesel,Auto,"EMI ₹31,244/m*",₹14.37 lakh
140,Hyundai Creta,Hyundai,2016,"1,11,631 km",Diesel,Manual,"EMI ₹16,590/m*",₹6.30 lakh
141,Hyundai VENUE,Hyundai,2021,"1,14,503 km",Diesel,Manual,"EMI ₹17,394/m*",₹8.00 lakh
142,Mahindra Thar,Mahindra,2023,"50,012 km",Diesel,Manual,"EMI ₹25,684/m*",₹15.00 lakh
143,Audi A4,Audi,2013,"96,700 km",Diesel,Auto,"EMI ₹59,706/m*",₹6.72 lakh
144,Audi Q3,Audi,2016,"54,771 km",Diesel,Auto,"EMI ₹36,158/m*",₹13.99 lakh
145,Ford Ecosport,Ford,2015,"1,08,806 km",Diesel,Manual,"EMI ₹14,282/m*",₹4.30 lakh
146,Skoda Octavia,Skoda,2015,"1,58,887 km",Diesel,Auto,"EMI ₹21,623/m*",₹6.51 lakh
147,Mitsubishi Pajero Sport,Mitsubishi,2014,"3,40,989 km",Diesel,Manual,"EMI ₹29,562/m*",₹6.28 lakh
148,MG HECTOR,MG,2020,"1,68,469 km",Diesel,Manual,"EMI ₹28,917/m*",₹13.30 lakh
149,Audi Q7,Audi,2014,"66,849 km",Diesel,Auto,"EMI ₹72,242/m*",₹15.50 lakh
150,KIA SONET,KIA,2021,"1,60,852 km",Diesel,Manual,"EMI ₹17,937/m*",₹8.25 lakh
151,Tata Hexa,Tata,2017,"2,72,583 km",Diesel,Auto,"EMI ₹15,571/m*",₹7.00 lakh
152,Mahindra SCORPIO-N,Mahindra,2023,"31,051 km",Diesel,Auto,"EMI ₹40,238/m*",₹23.50 lakh
153,KIA SELTOS,KIA,2022,"37,131 km",Diesel,Auto,"EMI ₹22,088/m*",₹12.90 lakh
154,Tata NEXON EV,Tata,2021,"53,241 km",Electric,Auto,"EMI ₹19,982/m*",₹11.67 lakh
155,Toyota Fortuner,Toyota,2013,"1,48,394 km",Diesel,Auto,"EMI ₹96,071/m*",₹10.87 lakh
156,Toyota Innova Crysta,Toyota,2022,"36,120 km",Petrol,Auto,"EMI ₹30,820/m*",₹18.00 lakh
157,Skoda Kodiaq,Skoda,2017,"1,08,127 km",Diesel,Auto,"EMI ₹35,745/m*",₹16.44 lakh
158,KIA SELTOS,KIA,2020,"92,197 km",Diesel,Auto,"EMI ₹23,475/m*",₹13.71 lakh
159,Ford Endeavour,Ford,2017,"9,99,999 km",Diesel,Auto,"EMI ₹49,638/m*",₹22.83 lakh
160,Hyundai i20,Hyundai,2011,"87,638 km",Petrol,Manual,"EMI ₹49,638/m*",₹1.70 lakh
161,Hyundai Creta,Hyundai,2020,"34,304 km",Petrol,Auto,"EMI ₹18,561/m*",₹10.84 lakh
162,Hyundai Xcent,Hyundai,2014,"58,001 km",Petrol,Manual,"EMI ₹10,994/m*",₹3.31 lakh
163,Maruti Ciaz,Maruti,2018,"1,51,730 km",Diesel,Manual,"EMI ₹11,856/m*",₹5.33 lakh
164,Volkswagen Vento,Volkswagen,2012,"81,059 km",Diesel,Manual,"EMI ₹11,856/m*",₹1.93 lakh
